# StartTime = 10-06-2025 10:17:22.1798 PM
Time (sec), Vehicle speed (km/h), Acceleration (g), Total Fuel Economy (l/100 km), Engine Power (hp), Fuel Rate (l/hr), Total CO2 (kg), CO2 flow (g/s), Instant Fuel Economy (l/100 km), Instant CO2 rate (g/km), Mass air flow rate (g/s), Fuel/Air commanded equivalence ratio, Barometric pressure (psi), Support of intake manifold absolute pressure data, Intake manifold absolute pressure A (psi), Boost (psi), Engine RPM (RPM), Engine Torque (N•m), Latitude (deg), Longitude (deg)
209.488,15,0.17804654,25.567741,40.802998,11.265036,13.4071245,7.3463583,93.87523,2203.9075,36.92,0.999424,14.358736,1,14.635214,0.2764782,2007.75,157.84138,43.97807,-78.9311
209.892,17,0.17364052,25.572165,44.503593,12.28671,13.410493,8.01263,81.91134,1923.0314,41.65,0.999424,14.358736,1,15.786451,1.4277152,2137.75,167.23491,43.97807,-78.9311
210.275,19,0.14783832,25.57652,50.205166,13.86082,13.413887,9.039167,81.53417,1914.1766,48.53,0.999424,14.358736,1,16.32581,1.9670743,2228.5,186.92462,43.978016,-78.93109
210.697,21,0.14432792,25.58216,58.49836,16.150434,13.418034,10.532312,85.00222,1995.596,50.7,0.999424,14.358736,1,16.280485,1.9217501,2311,188.31151,43.978016,-78.93109
211.127,24,0.16732608,25.58862,61.11409,16.872595,13.422863,11.003261,80.34563,1886.2732,54.7,0.999424,14.358736,1,15.496376,1.1376398,2467.25,190.30185,43.978016,-78.93109
211.521,28,0.23408912,25.593985,65.935715,18.203766,13.427404,11.871367,75.84897,1780.7051,62.81,0.999424,14.358736,1,16.72013,2.3613956,2558.5,210.72313,43.97797,-78.93109
211.927,31,0.23637192,25.601236,75.711555,20.902714,13.433162,13.631455,74.6525,1752.6156,75.93,0.999424,14.358736,1,18.256626,3.8978891,2595.5,251.10838,43.97797,-78.93109
212.332,34,0.21409924,25.610243,91.52649,25.268955,13.440069,16.478848,81.5127,1913.6726,91.66,0.999424,14.358736,1,21.687674,7.328938,2717.5,289.5204,43.977913,-78.93108
212.709,37,0.2221012,25.620466,110.487526,30.503786,13.447564,19.89268,89.71695,2106.2837,109.24,0.999424,14.358736,1,22.847977,8.48924,2891.25,324.3134,43.977913,-78.93108
213.104,41,0.2600919,25.63337,131.67856,36.354282,13.456751,23.708012,98.254745,2306.7253,116.75,0.999424,14.358736,1,22.952223,8.593486,3099.75,323.29504,43.977913,-78.93108
213.494,45,0.28480998,25.646606,140.73117,38.853558,13.466268,25.337883,94.7647,2224.7896,115.77,0.999424,14.358736,1,22.086529,7.727792,3294.25,301.65347,43.977753,-78.93103
213.914,48,0.24383636,25.66061,139.54987,38.52742,13.476814,25.125196,85.616425,2010.0156,125.18,0.999424,14.358736,1,25.059801,10.701066,3446.5,311.76367,43.977753,-78.93103
214.317,51,0.21119125,25.676981,150.89275,41.659,13.488506,27.167418,86.78952,2037.5564,164.46,0.999424,14.213698,1,25.549303,11.335606,2811.25,502.1456,43.977753,-78.93103
214.694,55,0.25207776,25.695923,198.24109,54.731102,13.502055,35.692234,107.3158,2519.4517,113.02,0.999424,14.358736,1,28.373007,14.014272,2712.25,357.6798,43.977753,-78.93103
215.069,58,0.26436073,25.70686,136.235,37.61224,13.511255,24.528372,68.38584,1605.4934,155.26,0.999424,14.213698,1,33.127525,18.913828,2904.25,458.87503,43.977753,-78.93103
215.451,62,0.2643944,25.724857,187.15135,51.669407,13.524367,33.695587,89.08512,2091.4502,199.34,0.999424,14.213698,1,39.463863,25.250164,3104.5,551.15234,43.977543,-78.93094
215.834,66,0.30224583,25.747147,240.28566,66.33891,13.539984,43.262127,106.99817,2511.9946,216.18,0.840336,14.068661,1,38.312626,24.243965,3291,563.84076,43.977543,-78.93094
216.212,71,0.32474717,25.7727,260.5847,71.943146,13.557581,46.91686,109.004684,2559.1016,209.87,0.779824,14.213698,1,36.499653,22.285955,3473.75,616.7618,43.977413,-78.930885
216.598,75,0.32561672,25.805021,300.87115,83.065575,13.5794525,54.17022,116.993675,2746.659,206.62,0.779824,14.213698,1,35.044743,20.831045,3682.25,617.27844,43.977413,-78.930885
216.982,79,0.30295718,25.837181,319.19708,88.12506,13.601089,57.469704,117.49999,2758.546,214.99,0.779824,14.068661,1,33.630627,19.561964,3866.25,611.71674,43.977413,-78.930885
217.357,83,0.29606837,25.870287,332.1275,91.69493,13.623511,59.797752,116.06945,2724.961,209.49,0.81984,14.213698,1,31.019947,16.806248,4008.5,574.91473,43.977413,-78.930885
217.762,86,0.25852752,25.903036,323.63083,89.34914,13.646234,58.26797,107.64948,2527.2854,197,0.81984,14.213698,1,30.621092,16.407394,4180.25,493.121,43.977413,-78.930885
218.148,90,0.24826932,25.929804,289.48114,79.92098,13.665775,52.11951,92.931305,2181.7468,203.29,0.830576,14.213698,1,31.124191,16.910494,4329.25,491.35214,43.977413,-78.930885
218.542,93,0.23939022,25.96042,298.72397,82.47277,13.688316,53.78363,91.636345,2151.3452,238,0.821792,14.068661,1,33.15019,19.081528,4478,548.94916,43.97693,-78.93066
218.933,96,0.22303236,25.996426,345.20792,95.30622,13.713699,62.152813,102.47973,2405.9153,233.66,0.788608,14.068661,1,32.946228,18.877567,4605,529.6774,43.97693,-78.93066
219.322,99,0.22500081,26.027113,342.53552,94.56842,13.735735,61.671665,98.5087,2312.6873,239.92,0.781776,14.068661,1,33.04594,18.977282,4752.75,549.13477,43.976734,-78.93056
219.712,102,0.21360998,26.065052,366.5122,101.18799,13.76246,65.98853,102.21001,2399.583,233.98,0.774944,14.068661,1,30.217707,16.149046,4844,530.0427,43.976734,-78.93056
220.102,105,0.21597421,26.10198,360.56168,99.54514,13.788852,64.917175,97.59321,2291.1943,225.12,0.774944,14.068661,1,27.656883,13.588223,4927.75,505.72418,43.976734,-78.93056
220.476,106,0.14676614,26.133255,349.96686,96.62009,13.8123455,63.009636,92.019066,2160.3303,143.32,0.813984,14.213698,1,14.109452,-0.10424587,4281,370.6038,43.976524,-78.93046
220.852,107,0.077042945,26.149075,222.80229,61.512043,13.827482,40.11434,58.030186,1362.3739,24.22,0.96136,14.358736,1,6.8258386,-7.5328975,4005.25,63.73049,43.976524,-78.93046
221.236,106,0.0028822196,26.141045,35.84606,9.896507,13.829812,6.453889,9.249065,217.14018,56.09,0.999424,14.358736,1,5.3890586,-8.969678,3994.25,125.30914,43.976303,-78.93034
221.639,106,-0.036391467,26.136984,70.28822,19.40542,13.834693,12.655013,18.306988,429.79288,42.63,0.999424,14.358736,1,4.686532,-9.672204,3650.75,100.231,43.976303,-78.93034
222.035,106,1.8673477E-16,26.13052,51.386463,14.186956,13.838714,9.251854,13.383911,314.2139,33.39,0.999424,14.358736,1,3.6712677,-10.687469,3148,91.04383,43.976303,-78.93034
222.418,106,1.8673477E-16,26.122097,40.248512,11.111951,13.841438,7.246526,10.4829645,246.10843,30.33,0.999424,14.358736,1,4.129043,-10.229693,2998.75,86.816246,43.976303,-78.93034
222.800,106,1.8673477E-16,26.11383,36.559967,10.093605,13.843904,6.5824237,9.522262,223.55402,24.17,0.999424,14.358736,1,3.2270896,-11.131646,2967.75,69.9066,43.976303,-78.93034
223.175,105,-0.034907456,26.104944,29.134666,8.043602,13.845873,5.245538,7.588298,178.15036,11.59,0.999424,14.358736,1,3.4401138,-10.918622,2935.5,33.889893,43.976303,-78.93034
223.583,104,-0.07424431,26.093204,13.970657,3.8570683,13.846892,2.515341,3.6733956,86.24026,10.62,0.999424,14.358736,1,3.2588167,-11.099919,2916.5,31.255856,43.975666,-78.93002
223.948,103,-0.074256726,26.082836,12.801414,3.5342593,13.847757,2.3048248,3.3983238,79.7824,9.97,0.999424,14.358736,1,3.35853,-11.000206,2887.25,29.640097,43.975666,-78.93002
224.331,102,-0.07430321,26.071049,12.0178995,3.317944,13.848599,2.1637576,3.2213025,75.62647,10.15,0.999424,14.358736,1,3.2270896,-11.131646,2687.25,32.421032,43.97545,-78.92992
224.708,102,-0.039383337,26.060816,12.234872,3.3778467,13.849395,2.2028222,3.311612,77.74667,7.54,0.999424,14.358736,1,2.9188845,-11.439852,2402.5,26.93871,43.97545,-78.92992
225.081,102,1.8107614E-16,26.049715,9.088762,2.5092576,13.850008,1.6363823,2.4600546,57.75467,6.18,0.999424,14.358736,1,2.9324818,-11.426254,2248.5,23.591982,43.97545,-78.92992
225.456,101,-0.038323592,26.037788,7.44941,2.0566595,13.850532,1.3412257,2.0163312,47.33738,5.69,0.999424,14.358736,1,2.9324818,-11.426254,2229.5,21.906532,43.97525,-78.92982
225.824,100,-0.07744114,26.026754,6.858761,1.8935909,13.850995,1.2348827,1.8748411,44.01562,5.97,0.999424,14.358736,1,3.4265165,-10.9322195,2213.75,23.14806,43.97525,-78.92982
226.214,100,-0.03911755,26.016092,7.1962748,1.9867729,13.851461,1.2956501,1.9867715,46.643406,7.21,0.999424,14.358736,1,3.35853,-11.000206,2196,28.181997,43.97525,-78.92982
226.573,99,-0.033752903,26.00575,8.690978,2.399436,13.852023,1.5647634,2.399434,56.331482,7.11,0.999424,14.358736,1,3.3449328,-11.0138035,2178.5,28.014372,43.97525,-78.92982
226.966,98,-0.07298055,25.993757,8.570437,2.3661566,13.8526745,1.5430608,2.3900554,56.1113,7.35,0.999424,14.358736,1,3.408387,-10.950349,2157.5,29.241886,43.97525,-78.92982
227.324,97,-0.07859574,25.983585,8.8597355,2.446027,13.853247,1.5951471,2.495944,58.597244,8.7,0.999424,14.358736,1,3.6667354,-10.692,2141.25,34.875523,43.97465,-78.92953
227.699,96,-0.078636944,25.97378,10.487033,2.8952973,13.853928,1.8881334,2.9848402,70.07506,6.37,0.999424,14.358736,1,3.684865,-10.673871,2122.25,25.763908,43.97465,-78.92953
228.078,96,-0.039268848,25.963778,7.678437,2.11989,13.854453,1.382461,2.2082171,51.842285,6.29,0.999424,14.358736,1,3.8435001,-10.515236,2102.75,25.676266,43.97465,-78.92953
228.442,95,-0.03778002,25.952831,7.5820045,2.0932665,13.854958,1.3650987,2.1804845,51.191204,6.39,0.999424,14.358736,1,3.7755136,-10.583222,2081.5,26.350769,43.97446,-78.92944
228.824,94,-0.07550635,25.942522,7.702545,2.126546,13.855477,1.3868015,2.2384677,52.552475,6.18,0.999424,14.358736,1,3.811773,-10.546963,2058.5,25.769527,43.97446,-78.92944
229.201,93,-0.075571015,25.932295,7.44941,2.0566595,13.855981,1.3412257,2.187934,51.366093,6.35,0.999424,14.358736,1,3.69393,-10.664806,2015,27.050016,43.97446,-78.92944
229.574,91,-0.113256715,25.922249,7.654329,2.1132343,13.856495,1.3781204,2.272293,53.346596,6.22,0.999424,14.358736,1,3.7120595,-10.646676,1972,27.073994,43.974262,-78.929344
229.942,89,-0.15089889,25.912401,7.4976263,2.069971,13.857005,1.3499069,2.2746918,53.40291,5.96,0.999424,14.358736,1,3.557957,-10.800779,1929.75,26.510263,43.974262,-78.929344
230.340,87,-0.15333788,25.90276,7.1842203,1.9834449,13.857489,1.2934799,2.228588,52.320534,5.43,0.999424,14.358736,1,3.589684,-10.769052,1885.5,24.71964,43.974262,-78.929344
230.722,85,-0.14592484,25.893618,6.5453553,1.8070648,13.857941,1.1784557,2.0770845,48.763683,5.24,0.999424,14.358736,1,3.8027081,-10.556027,1842.5,24.411398,43.974262,-78.929344
231.098,83,-0.14361177,25.883312,6.316328,1.7438341,13.858394,1.1372206,2.051568,48.164635,5.47,0.999424,14.358736,1,3.725657,-10.63308,1805,26.012312,43.974262,-78.929344
231.479,81,-0.15099256,25.874336,6.5935717,1.8203765,13.858838,1.1871368,2.193223,51.49027,5.55,0.999424,14.358736,1,3.8435001,-10.515236,1765,26.990885,43.9739,-78.92918
231.847,80,-0.11338806,25.865606,6.690004,1.847,13.859288,1.2044989,2.280245,53.533283,5.35,0.999424,14.358736,1,3.9432135,-10.415523,1730.75,26.533117,43.9739,-78.92918
232.237,78,-0.11262366,25.857021,6.4489226,1.7804414,13.859724,1.1610936,2.2255502,52.24921,5.35,0.999424,14.358736,1,3.9432135,-10.415523,1687.25,27.217184,43.9739,-78.92918
232.611,76,-0.14786647,25.84853,6.4489226,1.7804414,13.860157,1.1610936,2.2826154,53.588932,5.02,0.999424,14.358736,1,3.7981758,-10.56056,1636.75,26.326323,43.97357,-78.92903
232.995,74,-0.14867552,25.840088,6.051139,1.6706197,13.860585,1.0894747,2.1981823,51.606697,5.4,0.999424,14.358736,1,3.9840055,-10.374731,1601.5,28.942474,43.97357,-78.92903
233.368,72,-0.15096636,25.83219,6.509193,1.797081,13.861025,1.1719449,2.428486,57.013535,5.18,0.999424,14.358736,1,3.8525648,-10.506171,1562,28.465418,43.97341,-78.92896
233.751,70,-0.14796013,25.824493,6.244004,1.7238666,13.861445,1.124199,2.3942573,56.20995,4.8,0.999424,14.358736,1,3.9205513,-10.438185,1521.25,27.083794,43.97341,-78.92896
234.144,69,-0.10853357,25.816713,5.785949,1.5974053,13.861872,1.0417287,2.282006,53.574623,5.35,0.999424,14.358736,1,3.653138,-10.705598,1477.25,31.086271,43.97341,-78.92896
234.530,67,-0.112678416,25.809013,6.4489226,1.7804414,13.8623,1.1610936,2.580348,60.578793,4.86,0.999424,14.358736,1,3.653138,-10.705598,1432.25,29.126366,43.973263,-78.928894
234.922,65,-0.14901283,25.80203,5.858274,1.6173729,13.862715,1.0547504,2.4139876,56.673157,4.94,0.999424,14.358736,1,3.5171652,-10.841571,1397.75,30.336557,43.973263,-78.928894
235.308,63,-0.1423755,25.794811,5.954706,1.6439964,13.863113,1.0721126,2.5292232,59.37854,4.78,0.999424,14.358736,1,3.5352948,-10.8234415,1374.5,29.850527,43.97312,-78.92883
235.693,62,-0.106277406,25.787619,5.7618413,1.5907495,13.863534,1.0373882,2.5249972,59.279327,4.71,0.999424,14.358736,1,3.6803327,-10.678404,1354.5,29.84769,43.97312,-78.92883
236.068,61,-0.075462796,25.780792,5.677463,1.567454,13.863932,1.0221964,2.5281498,59.353336,4.72,0.999424,14.358736,1,3.5443597,-10.814376,1368.25,29.610476,43.97312,-78.92883
236.428,61,-0.03918593,25.768625,7.2324367,1.9967567,13.86477,1.302161,3.2733693,76.84885,6,0.999424,14.358736,1,4.668402,-9.690334,1362.5,37.799286,43.97312,-78.92883
236.948,60,-0.039275102,25.768625,7.2324367,1.9967567,13.86477,1.302161,3.2733693,76.84885,8.89,0.999424,14.358736,1,5.7833796,-8.5753565,1396,54.661957,43.97312,-78.92883
237.164,59,-0.07692039,25.76316,10.716061,2.9585278,13.865463,1.9293685,4.9308763,115.76211,14.65,0.999424,14.358736,1,12.237559,-2.121177,1380,91.12287,43.97312,-78.92883
237.562,59,-0.037645288,25.75855,17.6592,4.8754144,13.86671,3.1794431,8.263408,193.99991,17.28,0.999424,14.358736,1,14.376865,0.018129718,1346.25,110.175964,43.97275,-78.928665
237.929,59,1.8673477E-16,25.754179,20.829418,5.7506595,13.868061,3.7502236,9.746873,228.82721,18.08,0.999424,14.358736,1,13.846572,-0.51216453,1349.25,115.02039,43.97275,-78.928665
238.321,59,1.8673477E-16,25.749666,21.793743,6.0168934,13.869647,3.923845,10.198117,239.42105,24.46,0.999424,14.358736,1,14.8074465,0.4487105,1362.75,154.06682,43.972626,-78.92861
238.705,59,1.8673477E-16,25.7466,29.484234,8.140112,13.871717,5.3084764,13.796789,323.907,35.8,0.999424,14.358736,1,15.133781,0.7750454,1381.5,222.4339,43.972626,-78.92861
239.069,60,0.03769349,25.744892,43.153538,11.913981,13.874516,7.7695603,20.193174,474.0749,34.09,0.999424,14.358736,1,15.18817,0.8294346,1392.25,210.17383,43.972626,-78.92861
239.452,60,0.03769349,25.74302,41.092297,11.344906,13.877289,7.3984447,18.908163,443.90668,33.95,0.999424,14.358736,1,15.383065,1.0243291,1445.25,201.63487,43.972626,-78.92861
239.820,61,0.03626656,25.74116,40.92354,11.298315,13.880057,7.368061,18.830511,442.08365,34.68,0.999424,14.358736,1,13.878299,-0.48043752,1379.75,215.74837,43.972626,-78.92861
240.202,61,0.03626656,25.739182,41.803486,11.541254,13.882988,7.52649,18.920074,444.1863,33.41,0.999424,14.358736,1,8.407657,-5.95108,1377.75,208.14928,43.972626,-78.92861
240.577,61,1.8673477E-16,25.737219,40.272617,11.118607,13.885604,7.2508664,18.227211,427.91998,25.73,0.999424,14.358736,1,5.529564,-8.829172,1420.25,155.5048,43.97238,-78.928505
240.952,61,1.8673477E-16,25.733986,31.0151,8.562758,13.887699,5.5841002,14.037298,329.55347,22.69,0.999424,14.358736,1,5.5023694,-8.856367,1440.5,135.20416,43.97238,-78.928505
241.343,61,1.8673477E-16,25.730247,27.350664,7.5510683,13.88969,4.924339,12.378791,290.6167,20.84,0.999424,14.358736,1,5.9420147,-8.416721,1384.75,129.17998,43.97226,-78.92845
241.717,61,1.8673477E-16,25.72617,25.120665,6.9354014,13.891319,4.522839,11.369502,266.92166,21.75,0.999424,14.358736,1,9.436518,-4.9222183,1387.25,134.57779,43.97226,-78.92845
242.093,61,1.8673477E-16,25.722221,26.217583,7.238243,13.893163,4.7203336,11.865963,278.57706,24.6,0.999424,14.358736,1,13.243758,-1.1149776,1395.75,151.28516,43.97226,-78.92845
242.468,62,0.0371882,25.718824,29.65299,8.186703,13.895172,5.33886,13.420814,315.08026,15.97,0.999424,14.358736,1,13.733261,-0.6254752,1402.75,97.72226,43.972008,-78.92834
242.835,62,0.0371882,25.713896,19.250336,5.3147006,13.896467,3.4659185,8.572092,201.24687,16.21,0.999424,14.358736,1,13.810312,-0.54842395,1406.75,98.9088,43.972008,-78.92834
243.195,62,1.8673477E-16,25.709402,19.539633,5.394571,13.897731,3.518005,8.700914,204.27126,16.2,0.999424,14.358736,1,13.778585,-0.58015096,1411.25,98.53259,43.972008,-78.92834
243.554,62,1.8673477E-16,25.704828,19.527578,5.391243,13.898996,3.5158346,8.695547,204.14523,16.27,0.999424,14.358736,1,14.009739,-0.34899706,1425.75,97.951935,43.971878,-78.92828
243.915,62,1.8673477E-16,25.700268,19.611958,5.4145384,13.9002695,3.5310266,8.73312,205.02734,19.77,0.999424,14.358736,1,14.154777,-0.20395932,1440.5,117.8046,43.971878,-78.92828
244.274,62,1.8673477E-16,25.696161,23.83088,6.5793133,13.901813,4.2906203,10.611788,249.1328,28.86,0.999424,14.358736,1,14.90716,0.54842395,1431.25,173.08112,43.971878,-78.92828
244.646,62,1.8673477E-16,25.693478,34.78802,9.6044,13.904071,6.2633944,15.490955,363.68097,29.94,0.999424,14.358736,1,15.0386,0.6798644,1415.5,181.55606,43.971878,-78.92828
245.047,63,0.034229763,25.690853,36.08986,9.963816,13.906407,6.497783,16.07066,377.29065,28.05,0.999424,14.358736,1,15.5417,1.1829641,1425.25,168.9315,43.971878,-78.92828
245.450,62,-0.00027978866,25.687792,33.81164,9.334838,13.909116,6.0876026,14.817191,347.863,25.4,0.999424,14.358736,1,12.926488,-1.4322476,1401.5,155.56413,43.971626,-78.92817
245.828,62,-0.03450955,25.68381,30.617315,8.452937,13.911219,5.5124817,13.633759,320.07956,29.96,0.999424,14.358736,1,12.921956,-1.4367801,1396.5,184.14915,43.971626,-78.92817
246.209,62,1.8673477E-16,25.68112,36.113968,9.970471,13.913649,6.502124,16.081394,377.54266,32.72,0.999424,14.358736,1,14.195569,-0.16316746,1401.5,200.396,43.971626,-78.92817
246.570,62,1.8673477E-16,25.678917,39.440887,10.88898,13.916205,7.1011176,17.562859,412.32297,30.22,0.999424,14.358736,1,15.464649,1.1059128,1419.5,182.7376,43.971493,-78.928116
246.967,63,0.03700421,25.676199,36.427372,10.056998,13.918769,6.558551,16.220953,380.8191,43.61,0.999424,14.358736,1,17.33201,2.9732735,1498.75,249.76164,43.971493,-78.928116
247.356,63,0.03700421,25.67552,52.56776,14.513093,13.922437,9.46454,23.036638,540.8309,59.78,0.999424,14.358736,1,20.763058,6.4043226,2013.75,254.8116,43.971237,-78.928
247.723,64,0.03638805,25.67706,72.05918,19.894352,13.927303,12.973864,31.578314,741.36365,99.04,0.999424,14.358736,1,26.51018,12.151443,2368.5,358.92697,43.971237,-78.928
248.106,65,0.07543946,25.68484,119.38342,32.959797,13.935694,21.494337,51.499645,1209.0565,84.84,0.999424,14.358736,1,11.961081,-2.397655,1887.25,385.86917,43.971237,-78.928
248.475,66,0.07702165,25.689907,102.266655,28.23414,13.942391,18.412556,43.437107,1019.77234,48.05,0.999424,14.358736,1,7.029798,-7.328938,1932.5,213.42375,43.971104,-78.92794
248.856,66,0.037970245,25.689442,57.919765,15.990693,13.946261,10.428139,24.228306,568.8076,36.89,0.999424,14.358736,1,5.026464,-9.332272,1888.75,167.6498,43.971104,-78.92794
249.231,65,-0.036346238,25.687534,44.467434,12.276726,13.949383,8.00612,18.601086,436.69745,28.89,0.999424,14.358736,1,3.9114864,-10.447249,1839.5,134.80829,43.971104,-78.92794
249.607,64,-0.073798575,25.684065,34.824184,9.614384,13.951739,6.269905,14.791348,347.2563,23.85,0.999424,14.358736,1,3.3086734,-11.050062,1741,117.58677,43.971104,-78.92794
249.981,61,-0.15653804,25.680164,28.748936,7.937108,13.953673,5.17609,12.401722,291.15506,19.96,0.999424,14.358736,1,3.653138,-10.705598,1647.25,104.00875,43.971104,-78.92794
250.357,59,-0.19121805,25.676455,24.059906,6.642544,13.9553,4.3318553,10.889408,255.65048,5.03,0.999424,14.358736,1,3.5081003,-10.850636,1601,26.967798,43.970837,-78.927826
250.747,57,-0.15101033,25.670076,6.063193,1.6739477,13.95571,1.091645,2.8371973,66.60884,3.22,0.999424,14.358736,1,3.1319087,-11.226828,1557.25,17.748693,43.970837,-78.927826
251.125,56,-0.113833666,25.664267,3.8814077,1.0715928,13.9559765,0.6988264,1.8799859,44.136402,4.57,0.999424,14.358736,1,3.20896,-11.149776,1543.75,25.4102,43.970837,-78.927826
251.504,56,-0.03495568,25.65799,5.508706,1.520863,13.956359,0.9918126,2.7158248,63.75938,4.02,0.999424,14.358736,1,3.408387,-10.950349,1556.5,22.168983,43.970604,-78.92772
251.872,56,1.8673477E-16,25.652145,4.8457327,1.337827,13.956686,0.87244785,2.388975,56.085934,4.4,0.999424,14.358736,1,3.2361546,-11.1225815,1544.75,24.449125,43.970604,-78.92772
252.239,56,1.8673477E-16,25.646355,5.3037868,1.4642882,13.957042,0.954918,2.6147985,61.38759,4.73,0.999424,14.358736,1,3.8253703,-10.533365,1582,25.66395,43.970604,-78.92772
252.600,56,1.8673477E-16,25.640797,5.701571,1.5741099,13.957415,1.026537,2.8109083,65.99166,9.25,0.999424,14.358736,1,6.9935384,-7.3651977,1642,48.354557,43.970604,-78.92772
252.959,56,1.8673477E-16,25.635965,11.150006,3.0783331,13.958136,2.0074983,5.49702,129.05345,11.55,0.999424,14.358736,1,8.593486,-5.76525,1633.75,60.682747,43.970604,-78.92772
253.320,56,1.8673477E-16,25.631426,13.922441,3.8437567,13.959039,2.50666,6.863846,161.14243,11.25,0.999424,14.358736,1,8.906223,-5.4525123,1650.25,58.515594,43.970375,-78.92762
253.687,56,1.8673477E-16,25.626852,13.560819,3.743919,13.959917,2.441552,6.6855645,156.95691,11.34,0.999424,14.358736,1,6.6354766,-7.7232594,1621,60.048046,43.970375,-78.92762
254.063,57,0.037981857,25.622274,13.669306,3.7738702,13.960804,2.4610841,6.739049,158.21255,9.64,0.999424,14.358736,1,5.8060417,-8.552694,1538.75,53.774677,43.970375,-78.92762
254.445,56,0.0017544843,25.617195,11.620115,3.2081225,13.961587,2.0921385,5.6282806,132.13507,3.57,0.999424,14.358736,1,3.5488923,-10.809844,1345.5,22.774736,43.970257,-78.92757
254.841,57,-0.0011377106,25.611044,4.3033,1.1880702,13.961888,0.77478576,2.1215525,49.807655,4.38,0.999424,14.358736,1,3.0911167,-11.267619,1263.5,29.755531,43.970257,-78.92757
255.234,57,0.03508966,25.604738,5.279679,1.4576324,13.962292,0.9505775,2.5572479,60.036476,3.97,0.999424,14.358736,1,3.0775194,-11.281217,1279.25,26.638142,43.970257,-78.92757
255.621,57,1.8673477E-16,25.598516,4.7854624,1.3211874,13.96261,0.8615965,2.3178709,54.416622,4.34,0.999424,14.358736,1,3.0276628,-11.331073,1285.25,28.984844,43.970135,-78.92751
256.003,58,0.037164554,25.592505,5.2314625,1.4443207,13.962978,0.94189644,2.533894,59.488197,3.99,0.999424,14.358736,1,3.2452195,-11.113517,1293,26.487637,43.970135,-78.92751
256.378,58,0.037164554,25.58634,4.8095703,1.3278432,13.963303,0.86593705,2.2893832,53.747818,5.93,0.999424,14.358736,1,4.614013,-9.744723,1293.5,39.35112,43.969902,-78.927414
256.776,58,1.8673477E-16,25.580595,7.1480584,1.9734612,13.963803,1.2869691,3.4025168,79.880844,1.46,0.999424,14.358736,1,3.5352948,-10.8234415,1274.75,9.830977,43.969902,-78.927414
257.170,59,0.036358185,25.57389,1.759893,0.48587745,13.963929,0.31685916,0.83771914,19.66712,2.23,0.999424,14.358736,1,2.9959357,-11.362801,1290.5,14.832546,43.969902,-78.927414
257.542,59,0.036358185,25.567204,2.6880558,0.7421279,13.964109,0.48396984,1.257843,29.530363,3.7,0.999424,14.358736,1,2.914352,-11.444384,1319.25,24.073734,43.969776,-78.92735
257.940,60,0.037895583,25.560753,4.460003,1.2313333,13.964435,0.80299926,2.087004,48.996567,3.31,0.999424,14.358736,1,2.9642088,-11.394527,1336,21.266224,43.969776,-78.92735
258.318,61,0.07248178,25.554388,3.9898944,1.1015441,13.964692,0.7183588,1.8359054,43.10153,3.61,0.999424,14.358736,1,3.032195,-11.326541,1351.5,22.927673,43.969776,-78.92735
258.713,61,0.0345862,25.547356,4.3515162,1.2013819,13.96501,0.7834669,1.9694772,46.23739,3.5,0.999424,14.358736,1,3.0185978,-11.340138,1367.75,21.964947,43.969776,-78.92735
259.118,62,0.037785575,25.540722,4.2189217,1.1647748,13.965306,0.7595939,1.9094653,44.82849,3.53,0.999424,14.358736,1,2.9687412,-11.389995,1378,21.988436,43.969776,-78.92735
259.508,62,0.037785575,25.534195,4.2550836,1.1747586,13.965606,0.7661047,1.8947704,44.483498,3.68,0.999424,14.503774,1,2.986871,-11.516903,1389.5,22.73307,43.969536,-78.92725
259.920,63,0.036233474,25.526852,4.4358945,1.2246774,13.965929,0.7986587,1.9752847,46.373734,3.96,0.999424,14.503774,1,3.0276628,-11.476111,1395.25,24.361948,43.969536,-78.92725
260.307,63,0.036233474,25.520012,4.7734084,1.3178594,13.966284,0.85942626,2.0918388,49.11007,3.78,0.999424,14.503774,1,3.1591032,-11.34467,1398,23.208841,43.969406,-78.92719
260.699,63,1.8673477E-16,25.512579,4.556435,1.2579567,13.966609,0.82036144,1.9967552,46.877796,3.97,0.999424,14.503774,1,3.5171652,-10.9866085,1424.5,23.921968,43.969406,-78.92719
261.067,63,1.8673477E-16,25.506245,4.7854624,1.3211874,13.96692,0.8615965,2.0971212,49.234085,7.61,0.999424,14.503774,1,5.565823,-8.93795,1447,45.142433,43.969406,-78.92719
261.464,63,1.8673477E-16,25.499744,9.173141,2.5325532,13.9675865,1.6515741,4.0199227,94.37566,6.18,0.999424,14.503774,1,4.2287564,-10.275017,1419.5,37.3699,43.969154,-78.927086
261.834,63,1.8673477E-16,25.493782,7.44941,2.0566595,13.968096,1.3412257,3.2645364,76.64147,4.87,0.999424,14.503774,1,3.3494654,-11.154308,1401.5,29.826666,43.969154,-78.927086
262.221,63,1.8673477E-16,25.48704,5.870328,1.6207008,13.968487,1.0569206,2.572539,60.395466,4.36,0.999424,14.503774,1,3.1047142,-11.399059,1405.25,26.631874,43.969154,-78.927086
262.596,63,1.8673477E-16,25.480274,5.255571,1.4509765,13.968856,0.94623697,2.3031356,54.070683,4.47,0.999424,14.503774,1,3.0548573,-11.448916,1368.25,28.042124,43.96902,-78.927025
