# StartTime = 10-06-2025 10:17:22.1798 PM
Time (sec), Vehicle speed (km/h), Acceleration (g), Total Fuel Economy (l/100 km), Engine Power (hp), Fuel Rate (l/hr), Total CO2 (kg), CO2 flow (g/s), Instant Fuel Economy (l/100 km), Instant CO2 rate (g/km), Mass air flow rate (g/s), Fuel/Air commanded equivalence ratio, Barometric pressure (psi), Support of intake manifold absolute pressure data, Intake manifold absolute pressure A (psi), Boost (psi), Engine RPM (RPM), Engine Torque (N•m), Latitude (deg), Longitude (deg)
101.854,85,-0.03623023,26.534174,9.474492,2.6157513,12.526424,1.7058309,3.077352,72.246956,0.01,0.999424,14.358736,1,3.6123462,-10.74639,1902.5,0.04511741,43.99809,-78.94033
102.246,85,1.754175E-16,26.522484,0.0120540615,0.0033279278,12.526425,0.0021702682,0.003915206,0.09191725,6.54,0.999424,14.358736,1,3.0865843,-11.272152,1880.75,29.84802,43.997555,-78.9401
102.635,85,1.754175E-16,26.511818,7.883356,2.1764648,12.526955,1.4193555,2.560545,60.11388,5.41,0.999424,14.358736,1,2.977806,-11.38093,1859.5,24.972954,43.997555,-78.9401
103.040,84,-0.035005227,26.500883,6.5212474,1.800409,12.527448,1.1741152,2.1181266,49.72723,4.55,0.999424,14.358736,1,3.231622,-11.127114,1836,21.271963,43.997555,-78.9401
103.421,82,-0.1078447,26.489279,5.4845977,1.5142071,12.52783,0.98747206,1.8026263,42.320232,4.32,0.999424,14.358736,1,3.1319087,-11.226828,1811.75,20.467007,43.997387,-78.94003
103.797,81,-0.110400856,26.478384,5.2073545,1.4376649,12.528182,0.9375559,1.7532485,41.16099,4.26,0.999424,14.358736,1,3.1273763,-11.2313595,1780.75,20.534092,43.997387,-78.94003
104.180,80,-0.07532929,26.46798,5.1350303,1.4176973,12.528529,0.92453426,1.7502422,41.090412,4.52,0.999424,14.358736,1,3.1591032,-11.199633,1762.25,22.016068,43.997215,-78.93996
104.555,79,-0.0740374,26.457829,5.448436,1.5042233,12.528898,0.98096126,1.8802779,44.143257,7.24,0.999424,14.358736,1,6.1187797,-8.239957,2066.5,30.072672,43.997215,-78.93996
104.940,78,-0.07406599,26.447956,8.72714,2.4094198,12.529543,1.5712743,3.0498962,71.60237,0.83,0.999424,14.358736,1,3.453711,-10.905025,2186.25,3.2587206,43.997215,-78.93996
105.298,77,-0.07711426,26.437458,1.0004871,0.276218,12.529607,0.18013227,0.35412538,8.313797,6.21,0.999424,14.358736,1,3.4401138,-10.918622,2154.5,24.740812,43.997055,-78.93989
105.657,76,-0.078658864,26.428396,7.485572,2.0666432,12.53009,1.3477366,2.6839502,63.011063,5.89,0.999424,14.358736,1,3.4401138,-10.918622,2129.75,23.738623,43.997055,-78.93989
106.042,75,-0.07784767,26.41943,7.099842,1.9601495,12.530552,1.278288,2.579142,60.550484,5.78,0.999424,14.358736,1,3.281479,-11.077257,2108.75,23.527273,43.997055,-78.93989
106.429,74,-0.07415429,26.410406,6.9672475,1.9235423,12.531022,1.254415,2.564721,60.21192,5.55,0.999424,14.358736,1,3.2996085,-11.059128,2086.75,22.829237,43.997055,-78.93989
106.820,74,-0.035647713,26.400732,6.690004,1.847,12.531491,1.2044989,2.495944,58.597244,5.61,0.999424,14.358736,1,3.462776,-10.89596,2065.25,23.31627,43.997055,-78.93989
107.218,73,-0.036212943,26.390919,6.762328,1.8669676,12.531985,1.2175205,2.5229273,59.23073,5.6,0.999424,14.358736,1,3.3177383,-11.0409975,2035.25,23.617783,43.996586,-78.93969
107.622,72,-0.07252088,26.381613,6.750274,1.8636396,12.532476,1.2153503,2.552929,59.93508,5.21,0.999424,14.358736,1,3.281479,-11.077257,2006.75,22.285034,43.996586,-78.93969
108.007,71,-0.07125314,26.372383,6.280166,1.7338504,12.532921,1.1307098,2.4081237,56.53549,5.39,0.999424,14.358736,1,3.281479,-11.077257,1971,23.47313,43.996586,-78.93969
108.386,69,-0.10773631,26.36293,6.497139,1.7937531,12.533373,1.1697747,2.5264108,59.312515,5.1,0.999424,14.358736,1,3.3449328,-11.0138035,1937.5,22.594217,43.99644,-78.93964
108.768,68,-0.112190604,26.354132,6.147571,1.6972432,12.533804,1.1068368,2.459771,57.74801,5.09,0.999424,14.358736,1,3.2452195,-11.113517,1910.5,22.8686,43.99644,-78.93964
109.135,67,-0.07719321,26.34614,6.135517,1.6939152,12.534201,1.1046666,2.49105,58.482346,5.08,0.999424,14.358736,1,3.3268032,-11.031933,1871.75,23.29618,43.996296,-78.939575
109.520,66,-0.07549477,26.33795,6.123463,1.6905873,12.5346155,1.1024963,2.5232627,59.238605,5.24,0.999424,14.358736,1,3.3766599,-10.982077,1837.75,24.474493,43.996296,-78.939575
109.886,65,-0.07360223,26.3299,6.316328,1.7438341,12.535041,1.1372206,2.6421711,62.030212,5.05,0.999424,14.358736,1,3.4673085,-10.891428,1808.75,23.965235,43.996296,-78.939575
110.268,64,-0.07572339,26.321558,6.087301,1.6806035,12.535469,1.0959855,2.585542,60.700733,5,0.999424,14.358736,1,5.7516527,-8.607083,1924.75,22.297928,43.996155,-78.939514
110.646,63,-0.077632785,26.314222,6.0270305,1.6639639,12.53588,1.0851341,2.5999417,61.038795,15.16,0.999424,14.358736,1,4.9040885,-9.454647,2288.25,56.867558,43.996155,-78.939514
111.011,61,-0.11314187,26.308182,18.273956,5.0451384,12.537049,3.2901268,8.00815,188.00725,7.49,0.999424,14.358736,1,3.6395407,-10.719195,2255.75,28.500973,43.996155,-78.939514
111.409,60,-0.11316118,26.301262,9.028492,2.4926178,12.537685,1.625531,4.086256,95.932976,6.9,0.999424,14.358736,1,3.770981,-10.587755,2195.25,26.979504,43.996017,-78.93945
111.778,58,-0.10735547,26.294323,8.317303,2.2962701,12.538227,1.4974852,3.827114,89.849106,6.34,0.999424,14.358736,1,3.7347217,-10.624014,2132,25.525303,43.996017,-78.93945
112.175,56,-0.14469822,26.286997,7.642275,2.1099062,12.538784,1.3759501,3.6377666,85.4038,6.01,0.999424,14.358736,1,5.4842396,-8.874496,2234.5,23.086758,43.99576,-78.93935
112.549,54,-0.14817603,26.280441,7.2444906,2.0000846,12.539271,1.3043312,3.571577,83.84987,12.12,0.999424,14.358736,1,3.4446464,-10.91409,2400,43.34712,43.99576,-78.93935
112.932,52,-0.14821413,26.275072,14.609522,4.0334487,12.540298,2.6303651,7.4693437,175.35768,7,0.999424,14.358736,1,3.7981758,-10.56056,2288,26.260977,43.99576,-78.93935
113.315,49,-0.18906441,26.269289,8.437843,2.3295496,12.540893,1.5191878,4.4798994,105.17454,6.93,0.999424,14.358736,1,4.0610566,-10.297679,2282,26.066723,43.995655,-78.9393
113.675,47,-0.18930796,26.263865,8.353464,2.306254,12.541433,1.5039959,4.7066374,110.49766,12.04,0.999424,14.358736,1,5.1715016,-9.187234,2502.25,41.301388,43.995655,-78.9393
114.052,45,-0.15417704,26.259592,14.51309,4.006825,12.542414,2.613003,8.525153,200.14491,12.16,0.999424,14.358736,1,5.1171126,-9.241623,2786.25,37.461258,43.995655,-78.9393
114.418,42,-0.19172038,26.255774,14.657739,4.04676,12.543362,2.6390462,8.992794,211.1237,12.03,0.999424,14.358736,1,3.9250839,-10.433652,2772.5,37.244568,43.995556,-78.939255
114.793,42,-0.112997614,26.25217,14.501036,4.003497,12.544343,2.6108327,9.532129,223.78566,12.32,0.999424,14.358736,1,3.875227,-10.483509,2691,39.297585,43.995556,-78.939255
115.168,40,-0.07572216,26.248617,14.850603,4.100007,12.545344,2.6737704,9.761914,229.18033,11.54,0.999424,14.358736,1,3.8888242,-10.469912,2634,37.60615,43.995556,-78.939255
115.557,40,-0.07572216,26.245224,13.910387,3.8404288,12.546282,2.5044897,9.601065,225.40407,11.18,0.999424,14.358736,1,3.8888242,-10.469912,2589.75,37.05551,43.995556,-78.939255
115.925,39,-0.035034712,26.24174,13.47644,3.7206233,12.5471945,2.42636,9.301552,218.37239,10.94,0.999424,14.358736,1,3.8797596,-10.478976,2543.5,36.919384,43.995556,-78.939255
116.318,38,-0.0741042,26.238138,13.187143,3.640753,12.548169,2.3742735,9.335258,219.16371,10.5,0.999424,14.358736,1,3.7347217,-10.624014,2493.75,36.141422,43.995396,-78.93916
116.698,37,-0.075678505,26.234972,12.656764,3.4943242,12.549011,2.2787817,9.195583,215.88458,10.4,0.999424,14.358736,1,3.8163054,-10.542431,2440.5,36.57829,43.995396,-78.93916
117.073,37,-0.036609024,26.231625,12.536223,3.461045,12.549858,2.2570791,9.354169,219.60768,10.03,0.999424,14.358736,1,4.088251,-10.270485,2396,35.93213,43.995396,-78.93916
117.452,36,-0.03769118,26.228397,12.090223,3.3379116,12.550693,2.176779,9.021376,211.79472,9.75,0.999424,14.358736,1,3.9749405,-10.383796,2342,35.734406,43.99528,-78.93899
117.823,35,-0.07546457,26.225183,11.752709,3.2447295,12.551468,2.1160116,9.013131,211.60115,9.29,0.999424,14.358736,1,3.9749405,-10.383796,2293.5,34.76849,43.99528,-78.93899
118.198,34,-0.07564274,26.222076,11.198223,3.091645,12.552224,2.0161793,8.833264,207.37843,8.75,0.999424,14.358736,1,3.9749405,-10.383796,2251,33.365788,43.99528,-78.93899
118.572,34,-0.037869353,26.21902,10.547303,2.9119368,12.552936,1.8989848,8.564514,201.06897,8.64,0.999424,14.358736,1,4.2468863,-10.11185,2173,34.128944,43.99528,-78.93899
118.955,32,-0.07203953,26.215908,10.414709,2.8753297,12.553639,1.8751118,8.456845,198.54124,8.54,0.999424,14.358736,1,3.9976027,-10.361134,2101.75,34.877525,43.99528,-78.93899
119.344,31,-0.11049618,26.212921,10.294168,2.8420503,12.554359,1.8534092,8.881401,208.50853,10.28,0.999424,14.358736,1,4.6502724,-9.708464,2058.75,42.86061,43.995255,-78.93878
119.720,31,-0.03845665,26.210669,12.391575,3.42111,12.555232,2.2310357,11.03583,259.08804,7.61,0.999424,14.358736,1,5.239488,-9.119247,2113.25,30.910257,43.995255,-78.93878
120.094,31,2.376624E-16,26.206196,19.105688,5.2747655,12.557088,3.4398751,17.01536,399.4694,15.85,0.999424,14.358736,1,12.242091,-2.1166444,2155.75,63.11022,43.995255,-78.93878
120.601,32,0.038183685,26.206196,19.105688,5.2747655,12.557088,3.4398751,17.01536,399.4694,32.42,0.999424,14.358736,1,13.891896,-0.4668402,2164,128.59515,43.995243,-78.93869
120.851,32,0.038183685,26.207678,39.079266,10.789142,12.559826,7.03601,33.716045,791.5511,43.36,0.999424,14.358736,1,13.950817,-0.40791863,2303,161.60849,43.995243,-78.93869
121.220,34,0.07523385,26.210644,52.26641,14.429895,12.5633745,9.410283,45.093388,1058.6569,58.57,0.999424,14.358736,1,15.324143,0.96540743,2387.25,210.59409,43.995243,-78.93869
121.588,36,0.15407987,26.216066,70.60064,19.491673,12.568162,12.711262,57.328407,1345.8983,67.2,0.999424,14.358736,1,17.399996,3.04126,2527.5,228.21646,43.995243,-78.93869
121.947,38,0.15715747,26.222328,81.00329,22.363674,12.573376,14.584203,62.121273,1458.4203,97.48,0.999424,14.213698,1,24.117056,9.903358,2731,306.3816,43.995243,-78.93869
122.307,41,0.19663128,26.233366,117.50299,32.44064,12.5810175,21.155775,85.37004,2004.2313,142.99,0.999424,14.213698,1,27.20364,12.989943,2930.25,418.8609,43.995102,-78.938484
122.689,44,0.23029211,26.251284,172.36102,47.58604,12.592131,31.032667,116.06342,2724.8196,138.93,0.999424,14.213698,1,31.332684,17.118986,3244,367.6072,43.995102,-78.938484
123.063,49,0.29563448,26.268879,167.46707,46.2349,12.60343,30.151537,105.07925,2466.9438,214.72,0.999424,14.068661,1,36.98009,22.91143,3574,515.68774,43.995102,-78.938484
123.468,54,0.36496302,26.300026,258.8248,71.45727,12.6216135,46.600002,145.83105,3423.6736,225.19,0.913536,14.068661,1,36.576706,22.508043,3934,491.34167,43.995007,-78.93844
123.859,59,0.3484278,26.333796,271.4454,74.941605,12.64144,48.872272,138.78065,3258.1514,236.8,0.804224,14.068661,1,34.967693,20.89903,4253.5,522.79114,43.995007,-78.93844
124.257,64,0.3504128,26.372276,312.27643,86.21438,12.664211,56.223675,146.12596,3430.5972,238.74,0.781776,13.923623,1,33.00515,19.081528,4563.25,558.07495,43.994896,-78.93839
124.640,68,0.33292902,26.4159,357.62784,98.73516,12.689417,64.388954,154.27357,3621.8787,237.8,0.781776,13.923623,1,32.497517,18.573895,4845,538.58514,43.994896,-78.93839
125.021,73,0.34826297,26.457857,366.44827,101.170334,12.714013,65.97702,148.7798,3492.9011,245.64,0.773968,13.923623,1,31.387074,17.46345,5112.25,527.2581,43.994896,-78.93839
125.397,77,0.34419906,26.499641,378.52966,104.505806,12.738588,68.152214,143.15854,3360.931,248.39,0.773968,13.923623,1,30.820518,16.896896,5345.75,515.0164,43.99476,-78.93834
125.778,80,0.2543308,26.545225,386.62888,106.74186,12.765686,69.61043,138.62569,3254.5134,250.65,0.773968,13.923623,1,29.583166,15.659543,5567.25,499.02533,43.99476,-78.93834
126.169,83,0.22198664,26.591074,390.14664,107.713066,12.793153,70.24378,134.64124,3160.9702,250.73,0.773968,13.923623,1,28.604162,14.680538,5632.25,493.42368,43.99476,-78.93834
126.536,86,0.22205114,26.634403,390.27118,107.747444,12.8194065,70.266205,129.8161,3047.6907,254.46,0.733952,13.923623,1,30.56217,16.638548,4387.5,642.83276,43.99476,-78.93834
126.934,89,0.221111,26.68046,396.07706,109.35036,12.847415,71.31152,127.15148,2985.1335,219.58,0.733952,14.068661,1,32.832916,18.764257,4299.75,596.89856,43.99476,-78.93834
127.336,92,0.22213385,26.721565,360.41953,99.50589,12.873075,64.89158,111.80429,2624.828,226.96,0.75152,14.068661,1,33.372276,19.303616,4408.75,601.70667,43.994267,-78.938126
127.708,95,0.21074486,26.76016,372.53308,102.85025,12.897876,67.072556,111.79366,2624.5784,234.3,0.769088,13.923623,1,33.45386,19.530237,4523.25,591.28894,43.994267,-78.938126
128.120,97,0.17940497,26.804401,375.59076,103.69443,12.926188,67.62308,109.15195,2562.5588,235.83,0.769088,13.923623,1,33.54451,19.620886,4642.5,566.6172,43.994267,-78.938126
128.499,100,0.18335775,26.844263,369.4079,101.98744,12.951537,66.50989,105.14161,2468.4082,217.34,0.764208,14.068661,1,16.946753,2.8780925,4665.25,519.6457,43.994267,-78.938126
128.878,101,0.14266792,26.87852,340.4449,93.99123,12.975164,61.29525,93.99115,2206.6292,65.22,0.919392,14.358736,1,8.108516,-6.25022,4670,156.77289,43.994267,-78.938126
129.262,101,0.03780912,26.879673,102.81403,28.385262,12.982351,18.511108,28.104198,659.8019,66.43,0.999424,14.358736,1,5.3981233,-8.960612,4637.5,133.65901,43.993874,-78.93796
129.628,100,-0.037754,26.877645,87.04558,24.03185,12.988013,15.672083,23.793894,558.6089,48.61,0.999424,14.358736,1,4.7771807,-9.581555,4497.5,92.77336,43.993874,-78.93796
130.025,100,-0.037754,26.87222,58.59479,16.177057,12.991962,10.549674,16.177046,379.78827,38.17,0.999424,14.358736,1,3.4718409,-10.886895,3999.75,81.914,43.993874,-78.93796
130.400,100,2.376624E-16,26.865036,46.010353,12.702701,12.9950695,8.283914,12.702691,298.22092,29.52,0.999424,14.358736,1,5.089918,-9.268818,3757.75,67.43065,43.993664,-78.93786
130.797,99,-0.037804462,26.855387,35.583588,9.824043,12.997754,6.406632,9.824036,230.63875,31.81,0.999424,14.358736,1,4.138108,-10.220628,3695.25,73.89051,43.993664,-78.93786
131.165,98,-0.07553198,26.847322,38.343967,10.586139,13.000342,6.9036236,10.693061,251.04085,17.02,0.999424,14.358736,1,4.1517053,-10.207031,3693.25,39.556667,43.993256,-78.93768
131.532,98,-0.03772752,26.836887,20.516012,5.664133,13.001726,3.6937966,5.7797236,135.69049,15.66,0.999424,14.358736,1,4.0202646,-10.338471,3679.5,36.53186,43.993256,-78.93768
131.914,98,2.4332104E-16,26.826618,18.87666,5.211535,13.002956,3.3986402,5.3178887,124.84801,14.99,0.999424,14.358736,1,3.6758,-10.682936,3674.25,35.01884,43.993256,-78.93768
132.289,97,-0.036278985,26.815958,18.069038,4.988564,13.00417,3.2532322,5.0903673,119.506485,16.06,0.999424,14.358736,1,4.360197,-9.998539,3662.25,37.641457,43.993256,-78.93768
132.665,97,-0.036278985,26.805115,19.358822,5.344652,13.005528,3.485451,5.5099463,129.35693,16.91,0.999424,14.358736,1,4.3964562,-9.962279,3650.5,39.761257,43.993256,-78.93768
133.032,96,-0.039393388,26.794853,20.383417,5.627526,13.006911,3.6699238,5.801569,136.20335,17.59,0.999424,14.358736,1,4.6366754,-9.722061,3644.5,41.428265,43.993256,-78.93768
133.391,96,-0.039393388,26.785252,21.203094,5.853825,13.008277,3.817502,6.0977297,143.15633,19.21,0.999424,14.358736,1,4.895024,-9.463713,3637.25,45.333897,43.992867,-78.937515
133.752,96,2.4332104E-16,26.775982,23.155851,6.3929496,13.009785,4.1690855,6.6593175,156.3407,19.07,0.999424,14.358736,1,4.895024,-9.463713,3630.5,45.08718,43.992867,-78.937515
134.114,96,2.4332104E-16,26.766602,22.987095,6.3463583,13.011275,4.1387014,6.610785,155.20131,19.84,0.999424,14.358736,1,5.3573313,-9.001405,3630,46.914154,43.992867,-78.937515
134.479,96,2.4332104E-16,26.757347,23.915258,6.6026087,13.01282,4.3058124,6.8777122,161.46796,22.53,0.999424,14.358736,1,5.76525,-8.593486,3624.25,53.359516,43.992664,-78.93742
134.856,96,2.4332104E-16,26.748573,27.1578,7.4978213,13.014592,4.8896146,7.810225,183.36053,25.71,0.999424,14.358736,1,6.640009,-7.718727,3561.75,61.959442,43.992664,-78.93742
135.233,95,-0.036401723,26.740124,30.990992,8.556103,13.016765,5.5797596,8.9126005,209.241,32.63,0.999424,14.358736,1,7.623546,-6.73519,2924,95.78744,43.992462,-78.93733
135.613,95,-0.036401723,26.73235,39.3324,10.859029,13.019422,7.0815854,11.430548,268.35483,36.82,0.999424,14.358736,1,10.397393,-3.9613433,2723.75,116.034035,43.992462,-78.93733
135.995,96,0.037709914,26.725744,44.383053,12.25343,13.022414,7.9909277,12.898338,302.81412,45.26,0.999424,14.358736,1,13.937221,-0.4215159,2746,141.47603,43.992462,-78.93733
136.378,97,0.074023895,26.720736,54.556683,15.0622015,13.026254,9.822635,15.689781,368.3488,66.38,0.999424,14.358736,1,15.160976,0.80224,2765.75,206.01231,43.99207,-78.937164
136.745,97,0.036313985,26.71828,80.01486,22.090784,13.031646,14.40624,22.773989,534.6646,77.17,0.999424,14.358736,1,17.33201,2.9732735,2792.25,237.22641,43.99207,-78.937164
137.136,98,0.039526958,26.718126,93.021194,25.68162,13.037907,16.747961,26.475876,621.5738,83.13,0.999424,14.358736,1,18.288353,3.9296162,2817.75,253.23526,43.991867,-78.93707
137.525,99,0.0725928,26.719463,100.205414,27.665064,13.044676,18.041441,28.229635,662.74677,88.63,0.999424,14.213698,1,19.009008,4.79531,2856.25,266.3504,43.991867,-78.93707
137.921,101,0.103494324,26.720285,106.835144,29.495424,13.052464,19.235088,29.793335,699.45776,89.1,0.999424,14.213698,1,19.258291,5.044594,2889,264.72748,43.991867,-78.93707
138.311,102,0.10862552,26.721798,107.40169,29.651836,13.060278,19.33709,29.358232,689.2428,90.5,0.999424,14.213698,1,18.895699,4.6819997,2916.75,266.32886,43.991867,-78.93707
138.696,103,0.07596748,26.723389,109.08926,30.117746,13.067644,19.640928,29.527182,693.2092,89.58,0.999424,14.213698,1,18.832243,4.6185455,2932.75,262.1832,43.991867,-78.93707
139.063,103,0.037770446,26.724583,107.98028,29.811577,13.074957,19.441263,28.943258,679.5005,64.98,0.999424,14.358736,1,13.733261,-0.6254752,2946,189.32841,43.991867,-78.93707
139.451,104,0.039411955,26.721472,78.32729,21.624874,13.08044,14.102404,20.995008,492.89954,35.01,0.999424,14.358736,1,8.017867,-6.3408685,2929.75,102.57237,43.991455,-78.9369
139.829,103,0.0033530162,26.71407,42.201267,11.651075,13.083325,7.5981092,11.202949,263.01147,43.45,0.999424,14.358736,1,4.9630103,-9.395726,2394.25,155.77191,43.991455,-78.9369
140.211,103,-0.036058936,26.707134,52.374897,14.4598465,13.086971,9.429815,14.038675,329.5858,31.81,0.999424,14.358736,1,5.8105745,-8.5481615,2365.5,115.427574,43.991455,-78.9369
140.626,103,2.4332104E-16,26.698471,38.343967,10.586139,13.089465,6.9036236,10.277797,241.29169,38.2,0.999424,14.358736,1,10.415523,-3.9432135,2438.5,134.46506,43.991455,-78.9369
141.022,103,2.4332104E-16,26.691467,46.046513,12.712685,13.092726,8.290425,12.342402,289.76242,42.8,0.999424,14.358736,1,11.0681925,-3.2905436,2415,152.12321,43.991455,-78.9369
141.441,103,2.4332104E-16,26.6829,51.59138,14.243531,13.096869,9.288749,13.828661,324.65527,43.69,0.999424,14.358736,1,10.347536,-4.0112,2423,154.7738,43.990826,-78.93663
141.838,103,2.4332104E-16,26.67571,52.664192,14.539717,13.100855,9.481902,14.1162195,331.40628,35.18,0.999424,14.358736,1,12.450583,-1.9081527,2435.5,123.987114,43.990826,-78.93663
142.221,103,2.4332104E-16,26.66785,42.40619,11.70765,13.103721,7.635004,11.366642,266.8545,46.36,0.999424,14.358736,1,12.745192,-1.6135448,2375,167.55164,43.990623,-78.93655
142.611,103,2.4332104E-16,26.661951,55.88263,15.428273,13.107793,10.061364,14.978895,351.6593,48.81,0.999424,14.358736,1,13.610886,-0.74785084,2100.75,199.43587,43.990623,-78.93655
142.978,103,2.4332104E-16,26.656027,58.835873,16.243616,13.111614,10.59308,15.770489,370.24356,46.54,0.999424,14.358736,1,15.641414,1.2826775,2009.5,198.7958,43.990623,-78.93655
143.378,103,2.4332104E-16,26.649817,56.0996,15.488176,13.115538,10.100429,15.037053,353.0247,47.21,0.999424,14.358736,1,14.435787,0.0770513,1964.75,206.25076,43.990406,-78.936455
143.751,103,2.4332104E-16,26.644537,56.907223,15.711147,13.119392,10.245836,15.25353,358.1069,45.37,0.999424,14.358736,1,15.936022,1.5772854,2015.5,193.22122,43.990406,-78.936455
144.141,104,0.03762983,26.637657,54.689278,15.098808,13.123223,9.846507,14.659026,344.14978,61.04,0.999424,14.358736,1,18.877567,4.518832,1945.5,269.30978,43.99019,-78.93636
144.538,103,0.0012225211,26.63437,73.57799,20.313671,13.128402,13.247317,19.532362,458.561,82.1,0.999424,14.358736,1,23.74993,9.391193,1976,356.6359,43.99019,-78.93636
144.906,104,-0.0015297948,26.633764,98.963844,27.322287,13.135059,17.817904,26.526472,622.76166,94.55,0.999424,14.213698,1,26.482985,12.269286,1980.5,409.78452,43.99019,-78.93636
145.304,105,0.07215628,26.635878,113.97115,31.465557,13.143435,20.519886,30.255322,710.3038,83.13,0.999424,14.358736,1,17.418125,3.0593898,1971.75,361.8885,43.989777,-78.93619
145.685,105,0.037278764,26.635473,100.205414,27.665064,13.150162,18.041441,26.34766,618.56366,56.55,0.999424,14.358736,1,8.466578,-5.892158,1966.5,246.83543,43.989777,-78.93619
146.068,104,-0.03780194,26.63094,68.16572,18.819431,13.154943,12.272867,17.923256,420.78403,40.85,0.999424,14.358736,1,5.574888,-8.783848,1944.5,180.32376,43.989777,-78.93619
146.443,103,-0.075567305,26.623978,49.24084,13.594585,13.158268,8.865546,13.071707,306.88428,32.17,0.999424,14.358736,1,4.3148727,-10.043863,1930.75,143.01904,43.989777,-78.93619
146.826,102,-0.07529566,26.615713,38.777916,10.705944,13.160885,6.981753,10.394113,244.02243,24.93,0.999424,14.358736,1,3.4673085,-10.891428,1913,111.860344,43.989777,-78.93619
147.225,101,-0.07223444,26.60668,30.050776,8.296524,13.1630945,5.410479,8.1338415,190.95808,21.2,0.999424,14.358736,1,3.9432135,-10.415523,1882.75,96.65227,43.989353,-78.936005
147.598,100,-0.07298822,26.595692,25.55461,7.055207,13.164805,4.600969,6.985348,163.99493,6.33,0.999424,14.358736,1,3.0457926,-11.312943,1860.5,29.204037,43.989353,-78.936005
147.973,99,-0.0760598,26.58378,7.630221,2.1065784,13.16532,1.3737798,2.1065767,49.456074,5.39,0.999424,14.358736,1,3.2769463,-11.08179,1844,25.089771,43.989353,-78.936005
148.350,98,-0.07525647,26.571684,6.497139,1.7937531,13.165759,1.1697747,1.8118705,42.53726,5.95,0.999424,14.358736,1,3.503568,-10.855168,1833.25,27.85891,43.98914,-78.93591
148.731,97,-0.07541268,26.559721,7.1721663,1.9801171,13.166244,1.2913096,2.0205262,47.435863,6.72,0.999424,14.358736,1,7.8184404,-6.5402956,1870.75,30.833467,43.98914,-78.93591
149.115,96,-0.07419542,26.548235,8.100329,2.2363675,13.166818,1.4584203,2.3055317,54.126938,20.64,0.999424,14.358736,1,11.394527,-2.9642088,2104.25,84.19401,43.98914,-78.93591
149.496,95,-0.073947616,26.538647,24.879583,6.868843,13.168549,4.4794335,7.1550393,167.97876,0,0.999424,14.358736,1,5.3663964,-8.99234,2131.75,0,43.98914,-78.93591
149.857,95,-0.037684135,26.526203,0,0,13.168549,0,0,0,11.89,0.999424,14.358736,1,6.4949713,-7.863765,2140.75,47.674347,43.98914,-78.93591
150.221,94,-0.03936838,26.515833,14.332279,3.956906,13.169512,2.580449,4.165161,97.78544,10.96,0.999424,14.358736,1,6.853033,-7.505703,2134.75,44.068916,43.988552,-78.93566
150.589,94,-0.03936838,26.505793,13.211251,3.647409,13.170368,2.378614,3.8802195,91.095856,11.61,0.999424,14.358736,1,6.2139606,-8.144775,2091,47.659233,43.988552,-78.93566
150.957,93,-0.037350122,26.4958,13.994765,3.8637242,13.171275,2.5196815,4.110342,96.498436,6.32,0.999424,14.358736,1,4.6321425,-9.726593,2062,26.30857,43.988552,-78.93566
151.339,92,-0.07558964,26.484585,7.618167,2.1032505,13.171788,1.3716096,2.2615578,53.094563,6.53,0.999424,14.358736,1,3.485438,-10.873298,2041.25,27.45907,43.988358,-78.93558
151.711,91,-0.07419348,26.473831,7.871302,2.173137,13.172321,1.4171852,2.3621035,55.455074,6.43,0.999424,14.358736,1,3.8797596,-10.478976,2041.25,27.038565,43.988358,-78.93558
152.104,91,-0.035953958,26.462496,7.7507615,2.1398575,13.172865,1.3954825,2.35149,55.205902,8.85,0.999424,14.358736,1,5.552226,-8.80651,2041,37.21938,43.988358,-78.93558
152.503,91,2.376624E-16,26.452381,10.667844,2.9452162,13.173642,1.9206874,3.2364988,75.98324,10.49,0.999424,14.358736,1,6.186766,-8.17197,2051.25,43.89608,43.988358,-78.93558
152.899,90,-0.036855068,26.441105,12.644711,3.4909964,13.174498,2.2766113,3.8362567,90.06375,11.16,0.999424,14.358736,1,7.2473545,-7.1113815,2048.5,46.76243,43.988358,-78.93558
153.292,90,-0.036855068,26.431047,13.4523325,3.7139676,13.1754465,2.4220195,4.1266274,96.880775,10.6,0.999424,14.358736,1,7.3787947,-6.979941,2039.75,44.60646,43.987995,-78.93542
153.688,89,-0.035069454,26.420269,12.777305,3.5276034,13.176376,2.3004844,3.9195566,92.01938,10.9,0.999424,14.358736,1,7.5918193,-6.7669168,2042,45.818367,43.987995,-78.93542
154.101,90,-0.0010475405,26.409784,13.1389265,3.6274414,13.177336,2.3655925,4.0757737,95.68688,12.24,0.999424,14.358736,1,8.910756,-5.44798,2019.75,52.01788,43.987995,-78.93542
154.506,89,-0.0033611197,26.399096,14.754171,4.073384,13.17845,2.6564083,4.5259786,106.25633,12.06,0.999424,14.358736,1,8.829172,-5.529564,2001.5,51.72024,43.987625,-78.93526
154.883,89,-0.03738303,26.389444,14.537198,4.013481,13.179433,2.6173437,4.509526,105.87008,11.94,0.999424,14.358736,1,8.879029,-5.4797072,2004.5,51.12898,43.987625,-78.93526
155.277,89,2.376624E-16,26.379524,14.3925495,3.9735458,13.18044,2.5913002,4.464655,104.81664,12.3,0.999424,14.358736,1,9.105651,-5.2530856,2009,52.552578,43.98744,-78.93517
